,state_code,county_code,site_number,parameter_code,poc,latitude,longitude,datum,parameter,date_local,time_local,date_gmt,time_gmt,sample_measurement,units_of_measure,units_of_measure_code,sample_duration,sample_duration_code,sample_frequency,detection_limit,uncertainty,qualifier,method_type,method,method_code,state,county,date_of_last_change,cbsa_code
56,08,001,3001,42602,1,39.838119,-104.94984,WGS84,Nitrogen dioxide (NO2),2022-09-03,08:00,2022-09-03,15:00,3.7,Parts per billion,008,1 HOUR,1,HOURLY,2.7,,,FRM,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,099,Colorado,Adams,2022-11-01,19740
57,08,001,3001,42602,1,39.838119,-104.94984,WGS84,Nitrogen dioxide (NO2),2022-09-03,09:00,2022-09-03,16:00,5.3,Parts per billion,008,1 HOUR,1,HOURLY,2.7,,,FRM,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,099,Colorado,Adams,2022-11-01,19740
58,08,001,3001,42602,1,39.838119,-104.94984,WGS84,Nitrogen dioxide (NO2),2022-09-03,10:00,2022-09-03,17:00,6.7,Parts per billion,008,1 HOUR,1,HOURLY,2.7,,,FRM,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,099,Colorado,Adams,2022-11-01,19740
59,08,001,3001,42602,1,39.838119,-104.94984,WGS84,Nitrogen dioxide (NO2),2022-09-03,11:00,2022-09-03,18:00,4.9,Parts per billion,008,1 HOUR,1,HOURLY,2.7,,,FRM,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,099,Colorado,Adams,2022-11-01,19740
60,08,001,3001,42602,1,39.838119,-104.94984,WGS84,Nitrogen dioxide (NO2),2022-09-03,12:00,2022-09-03,19:00,3.6,Parts per billion,008,1 HOUR,1,HOURLY,2.7,,,FRM,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,099,Colorado,Adams,2022-11-01,19740
61,08,001,3001,42602,1,39.838119,-104.94984,WGS84,Nitrogen dioxide (NO2),2022-09-03,13:00,2022-09-03,20:00,2.2,Parts per billion,008,1 HOUR,1,HOURLY,2.7,,,FRM,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,099,Colorado,Adams,2022-11-01,19740
62,08,001,3001,42602,1,39.838119,-104.94984,WGS84,Nitrogen dioxide (NO2),2022-09-03,14:00,2022-09-03,21:00,2.1,Parts per billion,008,1 HOUR,1,HOURLY,2.7,,,FRM,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,099,Colorado,Adams,2022-11-01,19740
63,08,001,3001,42602,1,39.838119,-104.94984,WGS84,Nitrogen dioxide (NO2),2022-09-03,15:00,2022-09-03,22:00,2.2,Parts per billion,008,1 HOUR,1,HOURLY,2.7,,,FRM,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,099,Colorado,Adams,2022-11-01,19740
64,08,001,3001,42602,1,39.838119,-104.94984,WGS84,Nitrogen dioxide (NO2),2022-09-03,16:00,2022-09-03,23:00,2.3,Parts per billion,008,1 HOUR,1,HOURLY,2.7,,,FRM,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,099,Colorado,Adams,2022-11-01,19740
65,08,001,3001,42602,1,39.838119,-104.94984,WGS84,Nitrogen dioxide (NO2),2022-09-03,17:00,2022-09-04,00:00,3.1,Parts per billion,008,1 HOUR,1,HOURLY,2.7,,,FRM,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,099,Colorado,Adams,2022-11-01,19740
66,08,001,3001,42602,1,39.838119,-104.94984,WGS84,Nitrogen dioxide (NO2),2022-09-03,18:00,2022-09-04,01:00,4.6,Parts per billion,008,1 HOUR,1,HOURLY,2.7,,,FRM,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,099,Colorado,Adams,2022-11-01,19740
67,08,001,3001,42602,1,39.838119,-104.94984,WGS84,Nitrogen dioxide (NO2),2022-09-03,19:00,2022-09-04,02:00,6.2,Parts per billion,008,1 HOUR,1,HOURLY,2.7,,,FRM,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,099,Colorado,Adams,2022-11-01,19740
68,08,001,3001,42602,1,39.838119,-104.94984,WGS84,Nitrogen dioxide (NO2),2022-09-03,20:00,2022-09-04,03:00,5.2,Parts per billion,008,1 HOUR,1,HOURLY,2.7,,,FRM,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,099,Colorado,Adams,2022-11-01,19740
69,08,001,3001,42602,1,39.838119,-104.94984,WGS84,Nitrogen dioxide (NO2),2022-09-03,21:00,2022-09-04,04:00,,Parts per billion,008,1 HOUR,1,HOURLY,2.7,,AY - Q C Control Points (zero/span).,FRM,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,099,Colorado,Adams,2022-11-01,19740
70,08,001,3001,42602,1,39.838119,-104.94984,WGS84,Nitrogen dioxide (NO2),2022-09-03,22:00,2022-09-04,05:00,6.6,Parts per billion,008,1 HOUR,1,HOURLY,2.7,,,FRM,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,099,Colorado,Adams,2022-11-01,19740
71,08,001,3001,42602,1,39.838119,-104.94984,WGS84,Nitrogen dioxide (NO2),2022-09-03,23:00,2022-09-04,06:00,5.9,Parts per billion,008,1 HOUR,1,HOURLY,2.7,,,FRM,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,099,Colorado,Adams,2022-11-01,19740
72,08,001,3001,42602,1,39.838119,-104.94984,WGS84,Nitrogen dioxide (NO2),2022-09-04,00:00,2022-09-04,07:00,8.2,Parts per billion,008,1 HOUR,1,HOURLY,2.7,,,FRM,INSTRUMENTAL - GAS PHASE CHEMILUMINESCENCE,099,Colorado,Adams,2022-11-01,19740
